1256160	1269530
-721	873
300295	386610
47985	91389
1965808	1967240
407178	422006
2022064	2141281
323793	325498
3992291	3993631
1154314	1194402
938049	939204
1022545	1053429
482734	484098
6993	8076
566466	568034
301711	315962
116283	144412
1832047	1901320
162030	275542
319712	442594
265644	266745
451922	453696
2341657	2437194
426909	428720
927754	929453
1039228	1160053
150947	152647
1064287	1065976
1340	2547
427933	429701
71060	72743
810175	884153
1719674	1829644
709281	828512
93575	143531
1731829	1836581
1	1107
1161239	1162382
1797364	1967055
1233542	1235202
865685	867176
177418	179011
690517	785871
999320	1000877
381586	482975
98897	100678
2016069	2017148
581621	622910
144204	145933
1193875	1195657
421065	422888
563365	564677
456352	457612
277340	279157
407424	440783
1842550	1994452
185747	187439
782559	894246
395748	426538
425401	426661
899640	901427
747355	838991
972910	1096717
1	1110
920148	921780
424123	432410
25252	26723
1418510	1419806
1056613	1113758
1993324	2059355
1021775	1078097
541458	626063
821402	937338
245618	395272
512323	635119
550770	552326
975851	1086270
2250926	2333183
589373	590880
741514	742740
1183984	1185618
443852	445532
122677	156287
681953	788992
8968	10687
1181652	1183296
152209	249142
3849463	3973014
433396	435076
3473990	3475803
337317	390603
1480322	1482101
455773	457390
13127	14773
1049578	1168063
74815	202853
2430200	2520979
309374	406329
1702946	1744692
577200	691872
894036	992014
89540	90721
521397	523192
190421	272496
956992	958667
419714	421499
124802	126393
1432051	1433239
1264966	1383113
666781	701582
1059787	1061464
344645	346437
229203	354230
555015	665703
1379686	1381100
785313	787095
1096629	1126604
20857	36703
271683	351498
187184	188568
69941	71697
209007	318398
969795	1046938
1288867	1290138
1977375	1978934
714986	847384
1378334	1436278
180	1874
307306	309069
899446	901054
9425	10933
3944530	4006130
19490	21323
10236	12090
101840	167691
2216986	2234976
368513	421520
3113265	3191117
184451	278528
1960262	1961960
368563	370422
926332	997498
276727	278455
425960	427542
667856	717624
710852	830121
232389	233903
903347	905090
1886689	1888494
-156	1652
273783	288142
1747549	1748782
977362	978644
60015	61491
62356	63743
21019	22152
516815	615011
383516	384866
2953962	3039491
1699306	1701035
962605	964168
43351	44834
343811	345477
147020	198781
3800	93300
736446	737918
808080	809336
265966	267561
456773	458309
1158216	1292140
261136	333514
59286	137985
28302	30092
1815174	1816559
177713	184754
80308	81753
74555	139680
5902	7414
212532	214185
754153	840087
167375	286240
200360	317221
222671	370880
1292829	1330179
1904782	1919270
752685	773918
1223	2682
965094	966301
445107	477613
758915	830415
1810581	1837206
393739	394897
826887	828368
692195	785362
1407	3091
1905817	1983616
5854	7469
101439	103020
345726	347271
181767	279677
113682	189160
2386403	2387838
422357	462627
1121369	1123121
715355	717176
1960977	1962465
103846	236848
753560	866255
1365399	1412587
112774	205087
125052	126580
1626779	1628557
642200	666708
110380	183771
742816	744421
1541153	1542711
1059688	1061064
1273032	1274574
194318	307467
27434	41437
5387321	5481174
211961	365446
192288	296410
1789038	1797256
1511760	1530835
451833	453513
415418	417212
986541	1015473
2186	3626
967824	969422
2653670	2655424
960020	961297
986955	1057689
4732205	4733293
183807	185397
1175264	1176997
193605	195081
71930	177987
151931	265910
1521732	1548215
1387612	1389321
1168432	1313961
637	1751
64174	192052
1016933	1050836
54366	176972
181866	183355
688225	689863
5683318	5684725
284088	387601
137453	220143
1272972	1274320
716022	717713
106004	107783
1024152	1025403
259451	260528
434244	536764
2294058	2380606
742293	744028
1662131	1663880
1040617	1135796
1236011	1263888
2278584	2280147
876155	969572
407147	408892
344964	346464
104864	106751
574615	576246
640649	673967
13492	70614
211158	212380
1051791	1114512
902259	903734
88116	175643
1488958	1490784
925362	926889
22589	23694
297028	410388
1487044	1488569
309688	311336
19978	21704
1274374	1276021
1114342	1115891
572639	605301
973735	1076766
1232354	1312333
1311031	1312300
865605	907812
3761143	3762650
245673	247106
2413887	2440531
380115	381783
277120	278455
433794	435575
1656989	1658715
686927	688386
1184645	1295923
385462	387016
140545	247834
505443	506522
22510	24306
1240539	1242360
330765	332436
1144853	1255315
370638	372165
9050	10738
902574	904253
2346292	2392639
642754	644280
457031	545821
645457	647093
38528	53332
921237	930270
374102	395110
10109	138921
377217	489807
266379	267498
902741	904181
206778	207907
8601	10277
14124	15743
26707	37969
1689291	1722404
1835497	1917378
18344	19925
1416202	1417749
431622	433420
2153845	2155114
2515463	2571026
351219	352409
1275219	1276967
308396	309946
231150	424098
153	1901
678589	680344
237030	270312
809911	840386
409984	478562
1547548	1666922
158561	245508
2582902	2680598
402781	472197
878036	905854
414377	415823
42726	113293
76930	78552
449592	451304
1064361	1152861
650974	713723
721109	773167
30370	31812
1489679	1570752
1003845	1005351
890924	892731
1209893	1211132
897606	979073
2025315	2126319
78186	105487
451282	452915
435051	436747
1454640	1456294
1212809	1255563
1961160	1962910
433674	435454
74926	76564
444929	446747
383024	423796
1148	2676
159582	196408
236659	238509
1342251	1343799
281173	380073
598805	759668
668213	669636
304198	403714
102529	121546
164450	165694
1331381	1333191
551999	627843
1168983	1170486
136672	138048
160835	265916
437669	466164
2569612	2666975
1949110	1950905
2679343	2783034
711541	712911
1018887	1124040
2444921	2446729
345210	464772
79522	81297
1082463	1224299
684939	696021
1383253	1384998
282271	289475
432795	434512
177832	179080
19140	20724
183175	184880
577565	653514
194164	276121
3790924	3838942
451778	545548
161130	314546
1272450	1274165
900292	902102
-999	137
1400279	1438184
2098202	2262775
189765	191717
153263	154659
1489758	1581950
1038861	1057213
268327	399611
1319796	1321499
392014	509498
308693	321997
3313517	3415556
1330354	1333828
708410	709986
1320952	1322068
696029	728864
432457	434081
276267	277993
751278	847043
93884	95519
530758	683233
534518	536322
713578	715048
731882	825726
2650207	2651480
414074	415681
200871	202500
1964894	1966707
427022	428774
1524333	1525521
30787	76091
329022	427754
787775	789357
466383	468175
452739	454488
900530	902215
4000377	4026307
30273	156895
523988	525646
841946	866660
253271	286270
200795	225313
1065989	1067120
1173960	1175551
109177	110347
993794	1030072
1967974	1969675
226586	228151
200709	228601
53131	203382
411179	532594
555443	661198
4370947	4480905
344951	346555
1964752	1966493
620358	731687
446373	467155
330968	332416
615594	617420
569499	660151
253747	417383
840260	876163
326369	327828
359287	474112
416035	495547
362099	363509
44429	45481
186868	206672
491614	492978
860273	998103
150325	237885
94969	96813
2836833	2838689
412455	416561
932156	947277
990655	992176
1347906	1349480
231389	232815
218803	355700
1960927	1962654
1058787	1060402
1126590	1160582
653293	654965
3766445	3768177
212693	252122
396279	509603
594711	708844
2867024	2868107
449593	451294
900092	901869
449856	451573
641121	642467
1071540	1073221
627149	628894
636280	638068
373821	389801
495841	582763
2197080	2198223
865727	867382
832443	834191
42766	144867
36070	55363
787585	789228
9252	10988
2655726	2657188
967405	969059
426539	509348
657294	757553
618714	619945
333462	334670
89392	91098
1348742	1350515
1284418	1285527
1195623	1273427
1921576	1934152
358722	489415
236973	376744
3541371	3543070
1596661	1598079
324972	344973
1264764	1266603
1027278	1028805
82404	84235
1393885	1395530
587248	589073
1660923	1662713
715542	717316
398222	419474
23214	24737
6157	125403
787420	902262
1963576	1964892
414081	415896
1493210	1494332
467298	556996
395807	495510
152428	153771
183257	202120
313710	433311
880480	926092
10617	131053
99993	165468
1429924	1516411
1733153	1734669
2859100	2860863
1896	114680
317577	364922
535506	536671
1523	3294
2654599	2656389
440979	442789
978732	980393
649637	651041
843547	932318
348094	441081
311621	382052
25824	27552
619022	725544
1796364	1797525
969250	971057
569716	602404
1370571	1372340
714141	715783
1678825	1679914
40530	113544
527077	606259
1137503	1246916
50076	197162
477193	503304
1539092	1610568
365199	366824
899704	1005086
522280	615078
3349430	3350958
902955	904697
1224367	1226041
592660	594260
578140	654343
1008431	1092163
5682498	5683934
1359725	1494139
353264	354409
56441	58071
687284	723706
237089	298590
519155	543821
683402	685163
370141	371466
44644	46033
1279606	1281204
191696	193358
837092	939453
667224	755237
258767	377709
43865	103980
128314	142851
764322	800529
2865373	2866985
557577	558959
427187	428503
57667	59319
22655	24253
980995	982465
68076	150261
5123444	5207166
128736	130431
1350185	1351917
394249	395641
2560325	2578546
3900330	3902065
206591	287081
29773	66057
331968	333732
2551505	2552632
1102995	1104674
638572	640297
1921298	1957701
431414	521737
1518056	1519871
266951	268515
16607	18360
230179	333642
582518	670772
2551456	2573418
348934	350163
2897674	2898908
1657733	1659563
418645	420400
434017	435535
1947625	1949114
1331826	1333605
106042	153434
633987	635644
3320655	3322225
615228	616389
464101	465843
1113618	1115374
475778	504687
880390	969170
1489069	1964208
2195890	2301592
647573	770459
501201	573060
167035	168696
139033	140184
629769	631478
33873	35431
30078	31475
1541026	1662411
216507	217879
-636	522
1040502	1138877
710633	804549
786864	788257
1654695	1656485
421611	519770
1692958	1694051
1700737	1803043
1886784	1888402
432189	433887
584178	632507
432274	433932
464314	465864
85394	86997
654787	656129
369861	371295
419783	421130
715005	716622
2043639	2082425
189845	218078
110537	112225
19804	21197
216737	218420
1179111	1180782
389077	484423
164427	165713
58959	60601
315560	316889
32502	33587
2106335	2209386
500533	666073
457344	458969
71322	72804
1080655	1082138
1424254	1525482
1483190	1484863
960626	962358
2864248	2865696
910138	946171
788071	789783
39816	41095
1605135	1606829
1609914	1692926
375292	376604
4158	5694
1028447	1156800
512588	514100
2653787	2655634
429587	431408
1885889	1887671
7724	9486
428106	429886
